masked_id,Date,Des1,Des2,Des3
17,08082016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
17,08102016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
17,08122016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
17,08122016,Advance Reversal,Customer to Customer Relationship Maintained,POS Preauthorization
17,08122016,ATM Time Out,Customized Sumry in Spanish,Purchase Stamps
17,08152016,CreateMSR,ODP DETAIL,Stamps Reversal
17,08192016,CIVSALES_SAVE_AS_YOU_GO_MAINTENANCE,IRA Unscheduled Distribution,Reverse Fee Decision
17,08192016,Authorized Credit,Debit Reversal,Referral
17,08202016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
17,08212016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
17,08232016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
17,08252016,CreateMSR,ODP DETAIL,Stamps Reversal
17,08252016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
17,08252016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
17,08252016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
17,08262016,Check Card Purchase Preauthorization,Fee Decision Tool is accessed from the Checking/Saving Account,REPORT_ECPR_STATS
17,08262016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
17,08292016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
17,08292016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
17,08312016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
17,09032016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
17,09042016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
17,09062016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
17,09122016,CIVSALES_NEW_CUSTOMER­_PROFILE,Interest,REPORT_SUGGESTION
17,09132016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
17,09132016,ACCOUNT HISTORY COPY REQUEST,Customer Email Change,PACKAGE_MAINT
17,09132016,ATM Time Out,Customized Sumry in Spanish,Purchase Stamps
17,09182016,Bank Product Purchase,Deposit Advance Reversal,Referral to Merchant Services partner
17,09192016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
17,09192016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
17,09202016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
17,09202016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
17,09232016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
17,09232016,CreateMSR,ODP DETAIL,Stamps Reversal
17,09232016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
17,09232016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
17,09302016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
17,09302016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
17,10062016,CreateMSR,ODP DETAIL,Stamps Reversal
17,10062016,Account Inquiry,Customer Maintenance Employment,PERFORM MAINTENANCE
17,10062016,CIVSALES_REPORT_REASON_FOR_CALL,IRA SERVICING,Returned Item
17,10062016,Check Card Credit,Fee Decision Tool Approval Queue,REPORT_CTI_REGISTER
17,10072016,CreateMSR,ODP DETAIL,Stamps Reversal
17,10102016,CIVSALES_TAB_CLICKER,LIGHT_INTERFACE_WITH_CIVSERVICE,Reverse Fee Request
17,10122016,Balance Inquiry,Deposit,Referral to Business Insurance partner
17,10182016,Correction,NEW_ACCT_OWNERS,SOTA
17,10182016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
17,10192016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
17,10192016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
17,10192016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
17,10222016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
17,10242016,CNA Updated,Make An Appt,Securities Transaction
17,10272016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
17,10272016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
17,10272016,CORRESPONDENCE,NEW_EXPRESS_SEND_AGREEMENT,Specific document image accessed
17,10272016,Advance,Customer Time Out,POS Merchandise Reversal
17,10312016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
17,11012016,Check Card Purchase Preauthorization,Fee Decision Tool is accessed from the Checking/Saving Account,REPORT_ECPR_STATS
17,11012016,CIVSALES_CARDS (PI),Funds Transfer Deleted,REPORT_MORE_HISTORY
17,11012016,CIVSALES_SAVE_AS_YOU_GO_MAINTENANCE,IRA Unscheduled Distribution,Reverse Fee Decision
17,11042016,Balance Transfer Initiated,Deposit (Food Stamps),Referral to Business Payroll partner
17,11042016,CIVSALES_TAB_CLICKER,LIGHT_INTERFACE_WITH_CIVSERVICE,Reverse Fee Request
17,11062016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
17,11072016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
17,11082016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
17,11082016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
17,11092016,CORRESPONDENCE,NEW_EXPRESS_SEND_AGREEMENT,Specific document image accessed
17,11092016,Account Maintenance,Customer Maintenance Identification,PHOTOCOPIES
17,11142016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
17,11152016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
17,11152016,AUTHENTICATION_TRACKER_ON_OFF,Debit Adjustment,RECORDED AND PLANNED EVENTS STATS
17,11152016,Authorized Debit,DEP_PRODUCTS_AND_RATES,Referral to Business Banking Group (BBG) partner
17,11212016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
17,11212016,CIVSALES_PMA_ADD/REMOVE_OWNERS,IRA REPORTING,Returned Deposited Item
17,11212016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
17,11212016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
17,11262016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
17,11262016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
17,11262016,Account Hold Add,Customer Interaction fields entered on profile,Payment
17,11282016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
17,11282016,CHECK ORDER,FTO CONVERTER REQUEST,REPORT_ERROR_COMMENT
17,11282016,Bill Payment Reject,Direct Deposit Advance,REIMBURSEMENTS
17,11282016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
17,12042016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
17,12052016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
17,12052016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
17,12082016,Verify Non-WFB Funds,Withdrawal,TRAVEL PLAN INQUIRY
17,12112016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
17,12112016,Common Customer Event History tool Customer Level,Misc Credit,Service Enroll Bill Pay
17,12112016,Advance,Customer Time Out,POS Merchandise Reversal
17,12122016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
17,12132016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
17,12162016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
17,12162016,Common Customer Event History tool Account Level,Merchant Card,Service Add Maintain Auto Pay
17,12172016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
17,12172016,CLIENT_SYSTEM_INFO,Lost Stolen Checks/Cards,Safe Deposit Rental
17,12172016,Account Maintenance,Customer Maintenance Identification,PHOTOCOPIES
17,12202016,Check Card Purchase Preauthorization,Fee Decision Tool is accessed from the Checking/Saving Account,REPORT_ECPR_STATS
17,12202016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
17,12202016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
17,12202016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
17,12232016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
17,12232016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
17,12232016,Correction,NEW_ACCT_OWNERS,SOTA
17,12232016,ACCOUNT HISTORY COPY REQUEST,Customer Email Change,PACKAGE_MAINT
17,12242016,Bill Payment Miscellaneous,Direct Deposit,Referral to Wells Fargo at Work partner
17,12242016,Credit Options guide (COG) tool accessed,ONLINE_WIRES,Sweep
17,12242016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
17,12242016,CIVSSALES_PMA_ACCOUNT_LINKAGES,LINE_LOAN_DELINQUENT,RIGHT_PANEL_QUICK_LINKS
17,12252016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
17,12272016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
17,12272016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
18,07052016,AUTHENTICATION_TRACKER_ON_OFF,Debit Adjustment,RECORDED AND PLANNED EVENTS STATS
18,07072016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
18,07072016,Correction,NEW_ACCT_OWNERS,SOTA
18,07142016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
18,07142016,AUTHENTICATION_TRACKER_ON_OFF,Debit Adjustment,RECORDED AND PLANNED EVENTS STATS
18,07162016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
18,07162016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
18,07162016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
18,07162016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
18,07172016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
18,07172016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
18,07172016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
18,07172016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
18,07182016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
18,07212016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
18,07212016,CIVSALES_REPORT_REASON_FOR_CALL,IRA SERVICING,Returned Item
18,07222016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
18,07272016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
18,07302016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
18,08022016,Bill Payment Reject,Direct Deposit Advance,REIMBURSEMENTS
18,08022016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
18,08022016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
18,08062016,Correction,NEW_ACCT_OWNERS,SOTA
18,08062016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
18,08112016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
18,08112016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
18,08122016,Wire Transfer Create,Wire Transfer Create,Wire Transfer Create
18,08122016,Common Customer Event History tool Customer Level,Misc Credit,Service Enroll Bill Pay
18,08132016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
18,08152016,Verify Non-WFB Funds,Withdrawal,TRAVEL PLAN INQUIRY
18,08152016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
18,08152016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
18,08182016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
18,08212016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
18,08252016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
18,08252016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
18,08302016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
18,08302016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
18,08302016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
18,09022016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
18,09022016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
18,09022016,CreateMSR,ODP DETAIL,Stamps Reversal
18,09052016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
18,09062016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
18,09062016,Account Hold Add,Customer Interaction fields entered on profile,Payment
18,09082016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
18,09082016,CORRESPONDENCE,NEW_EXPRESS_SEND_AGREEMENT,Specific document image accessed
18,09082016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
18,09082016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
18,09122016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
18,09142016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
18,09142016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
18,09162016,ACCOUNT HISTORY COPY REQUEST,Customer Email Change,PACKAGE_MAINT
18,09162016,CIVSALES_SAVE_AS_YOU_GO_MAINTENANCE,IRA Unscheduled Distribution,Reverse Fee Decision
18,09162016,CORRESPONDENCE,NEW_EXPRESS_SEND_AGREEMENT,Specific document image accessed
18,09162016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
18,09172016,ADDRESS CHANGE,Customer Snapshot Inquiry,POS Merchandise Credit Reversal
18,09182016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
18,09192016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
18,09192016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
18,09192016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
18,09192016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
18,09252016,Authorized Credit,Debit Reversal,Referral
18,09302016,Cancelled,EMAIL MAINTENANCE,REPORT_ACCOUNTCONVERSION
18,10012016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
18,10012016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
18,10022016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
18,10022016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
18,10072016,Credit Reversal,ORDER NEW HEAC CARD,Tax
18,10082016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
18,10082016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
18,10082016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
18,10092016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
18,10102016,CIV_SPECIAL_RATES,Funds Transfer Create,REPORT_IBK_STATS
18,10162016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
18,10172016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
18,10212016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
18,10212016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
18,10212016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
18,10232016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
18,10252016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
18,10252016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
18,10252016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
18,10272016,Common Customer Event History tool Customer Level,Misc Credit,Service Enroll Bill Pay
18,10292016,Advance Reversal,Customer to Customer Relationship Maintained,POS Preauthorization
18,10292016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
18,11042016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
18,11052016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
18,11052016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
18,11052016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
18,11082016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
18,11082016,CIVSALES_REPORT_REASON_FOR_CALL,IRA SERVICING,Returned Item
18,11082016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
18,11112016,Balance Inquiry,Deposit,Referral to Business Insurance partner
18,11112016,Balance Inquiry,Deposit,Referral to Business Insurance partner
18,11162016,Consumer  New ATM/Check Card Only flow selected,My Retirement Plan Updated,Service Open - Business ATM Check Card
18,11182016,Advance Reversal,Customer to Customer Relationship Maintained,POS Preauthorization
18,11212016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
18,11242016,CREDIT_CARD_FEE_REIMBURSEMENT,Outbound Leads Inquiry,TOKEN VERIFICATION
18,11242016,CIVSALES_TAB_CLICKER,LIGHT_INTERFACE_WITH_CIVSERVICE,Reverse Fee Request
18,11242016,Cash Non-WFB Check,Express 10 statement,REPORT_BCA_APPS_LOG
18,11252016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
18,11262016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
18,11262016,CLAIMS_PROCESSING,Log On,Risk Screen Failure
18,11262016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
18,11262016,Verify Non-WFB Funds,Withdrawal,TRAVEL PLAN INQUIRY
18,11292016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
18,12012016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
18,12012016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
18,12082016,Credit Options guide (COG) tool accessed,ONLINE_WIRES,Sweep
18,12112016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
18,12112016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
18,12122016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
18,12182016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
18,12192016,Advance Reversal,Customer to Customer Relationship Maintained,POS Preauthorization
18,12192016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
18,12192016,CNA Updated,Make An Appt,Securities Transaction
18,12202016,Common Customer Event History tool Customer Level,Misc Credit,Service Enroll Bill Pay
18,12202016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
18,12202016,Customer Address Change,Overdraft Protection Transfer Reversal,Transfer of Debit
18,12232016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
18,12232016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
18,12272016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
18,12272016,Wire Transfer Create,Wire Transfer Create,Wire Transfer Create
18,12272016,CreateMSR,ODP DETAIL,Stamps Reversal
18,12292016,Account Maintenance,Customer Maintenance Identification,PHOTOCOPIES
18,12312016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
18,12312016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
18,12312016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
19,07012016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
19,07022016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
19,07022016,Cash Non-WFB Check,Express 10 statement,REPORT_BCA_APPS_LOG
19,07032016,CIVSALES_CARDS (PI),Funds Transfer Deleted,REPORT_MORE_HISTORY
19,07122016,Account Hold Add,Customer Interaction fields entered on profile,Payment
19,07122016,Cash Non-WFB Check,Express 10 statement,REPORT_BCA_APPS_LOG
19,07142016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
19,07142016,CreateMSR,ODP DETAIL,Stamps Reversal
19,07142016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
19,07152016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
19,07152016,ADDRESS CHANGE,Customer Snapshot Inquiry,POS Merchandise Credit Reversal
19,07162016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
19,07162016,CIV_SPECIAL_RATES,Funds Transfer Create,REPORT_IBK_STATS
19,07162016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
19,07182016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
19,07182016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
19,07192016,Cash Non-WFB Check,Express 10 statement,REPORT_BCA_APPS_LOG
19,07192016,Balance Inquiry,Deposit,Referral to Business Insurance partner
19,07192016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
19,07192016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
19,07222016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
19,07242016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
19,07272016,CNA Updated,Make An Appt,Securities Transaction
19,07272016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
19,07272016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
19,07292016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
19,08072016,Bill Payment Miscellaneous,Direct Deposit,Referral to Wells Fargo at Work partner
19,08072016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
19,08072016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
19,08092016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
19,08102016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
19,08112016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
19,08112016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
19,08202016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
19,08202016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
19,08202016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
19,08232016,CIV_SPECIAL_RATES,Funds Transfer Create,REPORT_IBK_STATS
19,08252016,Bill Payment Miscellaneous,Direct Deposit,Referral to Wells Fargo at Work partner
19,08252016,Advance,Customer Time Out,POS Merchandise Reversal
19,08252016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
19,08252016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
19,08262016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
19,08262016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
19,08282016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
19,08312016,Cash EE Bond,Error,REPORT_AUTO_DELINK
19,09012016,Cash EE Bond,Error,REPORT_AUTO_DELINK
19,09032016,Close,LOST/STOLEN/FRAUD,SALES_SUPERVISOR_APPROVAL_OUTCOME
19,09042016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
19,09042016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
19,09112016,Credit Reversal,ORDER NEW HEAC CARD,Tax
19,09112016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
19,09142016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
19,09162016,Credit Options guide (COG) tool accessed,ONLINE_WIRES,Sweep
19,09172016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
19,09172016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
19,09182016,CORRESPONDENCE,NEW_EXPRESS_SEND_AGREEMENT,Specific document image accessed
19,09182016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
19,09182016,Account Hold Remove,Customer Maintenance - Process Beneficiary Services,PAYOFF PAYDOWN
19,09182016,CIV_SPECIAL_RATES,Funds Transfer Create,REPORT_IBK_STATS
19,09192016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
19,09202016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
19,09212016,Verify Non-WFB Funds,Withdrawal,TRAVEL PLAN INQUIRY
19,09212016,Cancelled,EMAIL MAINTENANCE,REPORT_ACCOUNTCONVERSION
19,09222016,Account Hold Remove,Customer Maintenance - Process Beneficiary Services,PAYOFF PAYDOWN
19,09222016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
